group_name,update_direction,target_update_norm,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,grad_norm,update_over_grad_ratio,cosine_update_vs_current_grad,cosine_update_vs_heldout_grad,cosine_update_vs_global_grad,cosine_update_vs_blended_grad,cosine_raw_vs_momentum,cosine_raw_vs_preconditioned,cosine_raw_vs_full_adam,cosine_momentum_vs_full_adam,cosine_preconditioned_vs_full_adam,backbone_cosine_raw_vs_momentum,backbone_cosine_raw_vs_preconditioned,backbone_cosine_raw_vs_full_adam,head_cosine_raw_vs_momentum,head_cosine_raw_vs_preconditioned,head_cosine_raw_vs_full_adam,scale_factor
no_op,no_op,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,after_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.49999892711639404,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,after_update,held_out_batch,0.3500264883041382,-29.750648498535156,8.799800872802734,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6487390995025635,0.11881867051124573,0.6487390398979187,0.11881867051124573,0.30456629395484924,-0.02559523656964302,-0.13492229580879211,-0.49258238077163696,0.06892256595790158,0.04994639566175547,0.047462029540190555,0.49999892711639404,0.13784514182871146,1.0000039339188334,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.13784514182871146
momentum_direction,momentum_direction,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.31167519092559814,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
momentum_direction,momentum_direction,0.0689224230225629,after_update,held_out_batch,0.4046344459056854,-30.4080867767334,11.058059692382812,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6496694087982178,0.09967947751283646,0.6496692299842834,0.09967947751283646,0.3048401176929474,0.03044871613383293,-0.12553611397743225,-0.4607142508029938,0.068922594145831,0.027112656425990034,0.06336190943076704,0.31167519092559814,0.22113541606529663,0.7283911035275115,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.22113541606529663
preconditioned_grad_direction,preconditioned_grad_direction,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,409.34320068359375,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
preconditioned_grad_direction,preconditioned_grad_direction,0.0689224230225629,after_update,held_out_batch,0.4288732409477234,-26.63913345336914,7.919551849365234,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6504335403442383,0.11762819439172745,0.6504334807395935,0.11762819439172745,0.3026776909828186,-0.032097067683935165,-0.13584205508232117,-0.4989926218986511,0.06892245923462899,0.06813340445002006,0.0015519159065651817,409.34320068359375,0.0001683731961529202,0.606226155178079,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.0001683731961529202
full_adam_direction,full_adam_direction,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,137.84475708007812,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
full_adam_direction,full_adam_direction,0.0689224230225629,after_update,held_out_batch,0.47623223066329956,-26.355133056640625,10.111907005310059,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6555610299110413,0.11442306637763977,0.6555610299110413,0.11442306637763977,0.31247198581695557,0.10274724662303925,-0.11750713735818863,-0.3999083936214447,0.06892246410825022,0.06843048691267357,0.0037865260807102195,137.84475708007812,0.0005000003227001505,0.24996400686212625,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.0005000003227001505
