mode,epoch,update_epoch,minibatch_id,current_batch_loss_before,current_batch_loss_after_attempt,heldout_loss_before,heldout_loss_after_attempt,probe_target_pearson_before,probe_target_pearson_after_attempt,current_batch_improved,heldout_degraded,probe_degraded,would_reject,accepted,rejected,reject_reasons,attempted_critic_param_delta_norm,attempted_critic_backbone_delta_norm,attempted_critic_head_delta_norm,effective_critic_param_delta_norm,effective_critic_backbone_delta_norm,effective_critic_head_delta_norm,current_loss_improve_epsilon,heldout_loss_tolerance,probe_pearson_tolerance
hierarchical_actor_joint_reward_aligned_credit,0,0,0,4.247528076171875,4.210193634033203,4.611498832702637,4.593734264373779,-0.17987005412578583,-0.2153865396976471,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.09221317081881525,0.07842154605397628,0.00567891409014303,0.09221317081881525,0.07842154605397628,0.00567891409014303,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,1,4.20487117767334,4.178719520568848,4.593734264373779,4.575227737426758,-0.2153865396976471,-0.23724040389060974,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.0700745783347985,0.060284470105897235,0.004678276731132968,0.0700745783347985,0.060284470105897235,0.004678276731132968,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,2,4.226710319519043,4.202768325805664,4.575227737426758,4.55650520324707,-0.23724040389060974,-0.25280505418777466,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.061395643674476696,0.0534313951439332,0.004377477431495716,0.061395643674476696,0.0534313951439332,0.004377477431495716,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,3,4.109978675842285,4.0891571044921875,4.55650520324707,4.539089679718018,-0.25280505418777466,-0.2718963623046875,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.05544714842670977,0.048249669813009204,0.004180783650872257,0.05544714842670977,0.048249669813009204,0.004180783650872257,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,4,4.063730239868164,4.04253625869751,4.539089679718018,4.521040439605713,-0.2718963623046875,-0.2751709520816803,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.05260775812048298,0.04598970242461807,0.004207209664523776,0.05260775812048298,0.04598970242461807,0.004207209664523776,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,5,4.065436363220215,4.045785427093506,4.521040439605713,4.502069473266602,-0.2751709520816803,-0.27184945344924927,1.0,0.0,0.0,0.0,1.0,0.0,,0.050046984316663885,0.043890030886481426,0.004098509016501834,0.050046984316663885,0.043890030886481426,0.004098509016501834,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,6,4.211811065673828,4.183177947998047,4.502069473266602,4.484425067901611,-0.27184945344924927,-0.26332440972328186,1.0,0.0,0.0,0.0,1.0,0.0,,0.04741582813024428,0.04164188462302393,0.0038676969354593705,0.04741582813024428,0.04164188462302393,0.0038676969354593705,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,7,3.9665684700012207,3.944152593612671,4.484425067901611,4.465693950653076,-0.26332440972328186,-0.27068790793418884,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.04753266726255524,0.041928433548567776,0.00375279584567324,0.04753266726255524,0.041928433548567776,0.00375279584567324,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,8,3.9740638732910156,3.9520199298858643,4.465693950653076,4.445804595947266,-0.27068790793418884,-0.2834499478340149,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.04766274023538739,0.042200803861344706,0.003811125193557855,0.04766274023538739,0.042200803861344706,0.003811125193557855,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,9,3.8138480186462402,3.7929983139038086,4.445804595947266,4.424781799316406,-0.2834499478340149,-0.28735288977622986,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.046981620530841366,0.041563743348867005,0.0038648422705539515,0.046981620530841366,0.041563743348867005,0.0038648422705539515,1e-06,0.0001,0.0001
