mode,epoch,update_epoch,minibatch_id,current_batch_loss_before,current_batch_loss_after_attempt,heldout_loss_before,heldout_loss_after_attempt,probe_target_pearson_before,probe_target_pearson_after_attempt,current_batch_improved,heldout_degraded,probe_degraded,would_reject,accepted,rejected,reject_reasons,attempted_critic_param_delta_norm,attempted_critic_backbone_delta_norm,attempted_critic_head_delta_norm,effective_critic_param_delta_norm,effective_critic_backbone_delta_norm,effective_critic_head_delta_norm,current_loss_improve_epsilon,heldout_loss_tolerance,probe_pearson_tolerance
hierarchical_actor_joint_reward_aligned_credit,0,0,0,5.501325607299805,5.445791721343994,5.769718647003174,5.746918678283691,0.019035283476114273,-0.03474622219800949,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.09361097257914501,0.08006325688718054,0.0056789150178458815,0.09361097257914501,0.08006325688718054,0.0056789150178458815,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,1,5.177581787109375,5.137628078460693,5.746918678283691,5.71844482421875,-0.03474622219800949,-0.010475294664502144,1.0,0.0,0.0,0.0,1.0,0.0,,0.07074717536185607,0.061605750132226834,0.004705434154926507,0.07074717536185607,0.061605750132226834,0.004705434154926507,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,2,5.4047746658325195,5.378401756286621,5.71844482421875,5.688852310180664,-0.010475294664502144,0.01969268172979355,1.0,0.0,0.0,0.0,1.0,0.0,,0.06154353051466437,0.0537759131827709,0.00435809846260631,0.06154353051466437,0.0537759131827709,0.00435809846260631,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,3,5.297246932983398,5.2699995040893555,5.688852310180664,5.661357879638672,0.01969268172979355,0.06187016889452934,1.0,0.0,0.0,0.0,1.0,0.0,,0.05636756881844949,0.04978280705095316,0.004235011396000463,0.05636756881844949,0.04978280705095316,0.004235011396000463,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,4,5.044122695922852,5.020699501037598,5.661357879638672,5.633971214294434,0.06187016889452934,0.09243396669626236,1.0,0.0,0.0,0.0,1.0,0.0,,0.052688160706789826,0.04645548108603715,0.004201237169488363,0.052688160706789826,0.04645548108603715,0.004201237169488363,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,5,5.52520227432251,5.499251842498779,5.633971214294434,5.6057586669921875,0.09243396669626236,0.11804145574569702,1.0,0.0,0.0,0.0,1.0,0.0,,0.0510304764529778,0.04520674828356663,0.00420754329878507,0.0510304764529778,0.04520674828356663,0.00420754329878507,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,6,4.886923313140869,4.852161407470703,5.6057586669921875,5.578422546386719,0.11804145574569702,0.13590173423290253,1.0,0.0,0.0,0.0,1.0,0.0,,0.048856169303289614,0.0431651041292301,0.004039399553516801,0.048856169303289614,0.0431651041292301,0.004039399553516801,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,7,5.2616047859191895,5.229355812072754,5.578422546386719,5.549510955810547,0.13590173423290253,0.15886032581329346,1.0,0.0,0.0,0.0,1.0,0.0,,0.04972970872805696,0.04421886873037301,0.004105048075279968,0.04972970872805696,0.04421886873037301,0.004105048075279968,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,8,4.904511451721191,4.883847236633301,5.549510955810547,5.520810127258301,0.15886032581329346,0.1774718314409256,1.0,0.0,0.0,0.0,1.0,0.0,,0.049129419419175493,0.043413596430380445,0.0039828454610559404,0.049129419419175493,0.043413596430380445,0.0039828454610559404,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,9,5.285208225250244,5.259897232055664,5.520810127258301,5.490509986877441,0.1774718314409256,0.19224843382835388,1.0,0.0,0.0,0.0,1.0,0.0,,0.04870646138279373,0.043172096118213744,0.004042814850068265,0.04870646138279373,0.043172096118213744,0.004042814850068265,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,10,5.055039405822754,5.0305070877075195,5.490509986877441,5.4590163230896,0.19224843382835388,0.19870437681674957,1.0,0.0,0.0,0.0,1.0,0.0,,0.047973456131586184,0.042630504124957586,0.004083940780997968,0.047973456131586184,0.042630504124957586,0.004083940780997968,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,11,5.415746688842773,5.390283584594727,5.4590163230896,5.426900386810303,0.19870437681674957,0.20475655794143677,1.0,0.0,0.0,0.0,1.0,0.0,,0.047616600181386255,0.04252364655437429,0.004117131020640552,0.047616600181386255,0.04252364655437429,0.004117131020640552,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,12,4.994234085083008,4.966370582580566,5.426900386810303,5.392119407653809,0.20475655794143677,0.21117819845676422,1.0,0.0,0.0,0.0,1.0,0.0,,0.047535050725645046,0.0426590703207636,0.004176784858536484,0.047535050725645046,0.0426590703207636,0.004176784858536484,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,13,5.066537380218506,5.021927356719971,5.392119407653809,5.3563408851623535,0.21117819845676422,0.21600568294525146,1.0,0.0,0.0,0.0,1.0,0.0,,0.04683228628824897,0.04232244279067302,0.004175924836128708,0.04683228628824897,0.04232244279067302,0.004175924836128708,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,14,4.830550193786621,4.794608116149902,5.3563408851623535,5.318924427032471,0.21600568294525146,0.22172744572162628,1.0,0.0,0.0,0.0,1.0,0.0,,0.04785094826708034,0.04341172732211769,0.004221697300999437,0.04785094826708034,0.04341172732211769,0.004221697300999437,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,15,5.280128479003906,5.248171806335449,5.318924427032471,5.280148983001709,0.22172744572162628,0.23107348382472992,1.0,0.0,0.0,0.0,1.0,0.0,,0.048008706755605264,0.043740189393656044,0.0042660421777803575,0.048008706755605264,0.043740189393656044,0.0042660421777803575,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,16,4.807409286499023,4.777991771697998,5.280148983001709,5.239422798156738,0.23107348382472992,0.23483143746852875,1.0,0.0,0.0,0.0,1.0,0.0,,0.04767344929125499,0.043458032401266375,0.004301577862087197,0.04767344929125499,0.043458032401266375,0.004301577862087197,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,17,5.067103385925293,5.031608581542969,5.239422798156738,5.196053504943848,0.23483143746852875,0.23757632076740265,1.0,0.0,0.0,0.0,1.0,0.0,,0.04763372533448427,0.04360449801069486,0.0043751340761356535,0.04763372533448427,0.04360449801069486,0.0043751340761356535,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,18,4.869506359100342,4.831193923950195,5.196053504943848,5.149653434753418,0.23757632076740265,0.23980994522571564,1.0,0.0,0.0,0.0,1.0,0.0,,0.04746616284409341,0.043597328696334266,0.0044610511695542,0.04746616284409341,0.043597328696334266,0.0044610511695542,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,19,5.061397075653076,5.025759220123291,5.149653434753418,5.101235389709473,0.23980994522571564,0.24587734043598175,1.0,0.0,0.0,0.0,1.0,0.0,,0.047419226261578636,0.043723856046788925,0.004517239190676138,0.047419226261578636,0.043723856046788925,0.004517239190676138,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,2,20,4.65152645111084,4.598689079284668,5.101235389709473,5.053766250610352,0.24587734043598175,0.24372607469558716,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.04673660478889189,0.043181435607777985,0.004426508520320287,0.04673660478889189,0.043181435607777985,0.004426508520320287,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,3,21,4.758403778076172,4.71867561340332,5.053766250610352,5.004414081573486,0.24372607469558716,0.24011166393756866,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.04735589301817012,0.043902218026596766,0.00451551605587854,0.04735589301817012,0.043902218026596766,0.00451551605587854,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,3,22,4.5659871101379395,4.517984390258789,5.004414081573486,4.953080654144287,0.24011166393756866,0.23519161343574524,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.04796396762873537,0.04466857407682264,0.0045898839331516336,0.04796396762873537,0.04466857407682264,0.0045898839331516336,1e-06,0.0001,0.0001
