mode,epoch,update_epoch,minibatch_id,current_batch_loss_before,current_batch_loss_after_attempt,heldout_loss_before,heldout_loss_after_attempt,probe_target_pearson_before,probe_target_pearson_after_attempt,current_batch_improved,heldout_degraded,probe_degraded,would_reject,accepted,rejected,reject_reasons,attempted_critic_param_delta_norm,attempted_critic_backbone_delta_norm,attempted_critic_head_delta_norm,effective_critic_param_delta_norm,effective_critic_backbone_delta_norm,effective_critic_head_delta_norm,current_loss_improve_epsilon,heldout_loss_tolerance,probe_pearson_tolerance
hierarchical_actor_joint_reward_aligned_credit,0,0,0,5.501325607299805,5.4110918045043945,5.769718647003174,5.73694372177124,0.019035283476114273,-0.0819154754281044,1.0,0.0,1.0,1.0,1.0,0.0,probe_target_pearson_drop,0.12124973349312795,0.11112429432092596,0.0056789150178458815,0.12124973349312795,0.11112429432092596,0.0056789150178458815,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,1,5.174991607666016,5.112889289855957,5.73694372177124,5.697074890136719,-0.0819154754281044,-0.06527772545814514,1.0,0.0,0.0,0.0,1.0,0.0,,0.09377944712458909,0.08709080207399676,0.00470706586807615,0.09377944712458909,0.08709080207399676,0.00470706586807615,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,2,5.407077789306641,5.368435859680176,5.697074890136719,5.655983924865723,-0.06527772545814514,-0.02343910001218319,1.0,0.0,0.0,0.0,1.0,0.0,,0.08096064237579155,0.07521144750075966,0.004353386213981033,0.08096064237579155,0.07521144750075966,0.004353386213981033,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,3,5.296724319458008,5.255927085876465,5.655983924865723,5.618721961975098,-0.02343910001218319,0.04330848157405853,1.0,0.0,0.0,0.0,1.0,0.0,,0.07431520133923464,0.0694474727394425,0.00423952765942327,0.07431520133923464,0.0694474727394425,0.00423952765942327,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,4,5.039668083190918,5.006461143493652,5.618721961975098,5.5816545486450195,0.04330848157405853,0.08871826529502869,1.0,0.0,0.0,0.0,1.0,0.0,,0.06914018986876795,0.06450617598891019,0.004197220840263057,0.06914018986876795,0.06450617598891019,0.004197220840263057,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,5,5.520756721496582,5.4830641746521,5.5816545486450195,5.543564796447754,0.08871826529502869,0.12903602421283722,1.0,0.0,0.0,0.0,1.0,0.0,,0.06706386682112049,0.06275744871754171,0.004215225346142873,0.06706386682112049,0.06275744871754171,0.004215225346142873,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,0,6,4.879746437072754,4.823026657104492,5.543564796447754,5.506694793701172,0.12903602421283722,0.15631145238876343,1.0,0.0,0.0,0.0,1.0,0.0,,0.0644054088045129,0.06022422628406196,0.0040477869337063,0.0644054088045129,0.06022422628406196,0.0040477869337063,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,7,5.207620620727539,5.162168979644775,5.506694793701172,5.466938018798828,0.15631145238876343,0.19274674355983734,1.0,0.0,0.0,0.0,1.0,0.0,,0.0652459937617198,0.06121223286103242,0.004095766409921228,0.0652459937617198,0.06121223286103242,0.004095766409921228,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,8,4.867499351501465,4.836642265319824,5.466938018798828,5.426577091217041,0.19274674355983734,0.21702878177165985,1.0,0.0,0.0,0.0,1.0,0.0,,0.06395026039796665,0.05975970162273323,0.003978246824376526,0.06395026039796665,0.05975970162273323,0.003978246824376526,1e-06,0.0001,0.0001
hierarchical_actor_joint_reward_aligned_credit,0,1,9,5.239018440246582,5.204413890838623,5.426577091217041,5.383423805236816,0.21702878177165985,0.23640549182891846,1.0,0.0,0.0,0.0,1.0,0.0,,0.0628609817951069,0.058774338385290684,0.004053792341025244,0.0628609817951069,0.058774338385290684,0.004053792341025244,1e-06,0.0001,0.0001
